Date,Product,Category,Region,Channel,Units,Price,Revenue,Returns,Rating
2025-09-27,iPhone Case,Accessories,Bangkok,Online,28,99,2772,1,3.3
2025-08-11,Mouse Pad,Accessories,Pattaya,Marketplace,9,599,5391,0,3.9
2025-07-31,Mouse Pad,Accessories,Phuket,Marketplace,38,1290,49020,1,3.2
2025-06-30,Phone Stand,Accessories,Bangkok,Online,13,890,11570,0,4.3
2025-04-26,Phone Stand,Accessories,Chiang Mai,In-Store,26,1290,33540,1,4.1
2025-07-01,USB-C Cable,Accessories,Bangkok,Online,46,1590,73140,1,4.8
2025-09-17,Laptop Bag,Bags,Chiang Mai,In-Store,7,1590,11130,0,4.7
2025-05-18,iPhone Case,Accessories,Khon Kaen,Marketplace,2,1290,2580,1,3.9
2025-07-08,iPhone Case,Accessories,Phuket,Online,31,599,18569,2,3.3
2025-01-27,Power Bank,Electronics,Phuket,In-Store,29,349,10121,0,4.6
2025-04-22,Power Bank,Electronics,Pattaya,Online,17,1590,27030,1,3.6
2025-06-03,USB-C Cable,Accessories,Bangkok,Online,39,99,3861,0,5.0
2025-08-30,Phone Stand,Accessories,Bangkok,Online,43,349,15007,2,3.4
2025-10-18,Power Bank,Electronics,Pattaya,Marketplace,29,599,17371,2,3.7
2025-06-28,Keyboard Cover,Accessories,Chiang Mai,In-Store,16,199,3184,0,4.8
2025-08-03,USB-C Cable,Accessories,Bangkok,Marketplace,28,99,2772,1,4.7
2025-09-01,USB-C Cable,Accessories,Chiang Mai,Marketplace,41,199,8159,4,3.8
2025-03-31,Keyboard Cover,Accessories,Bangkok,In-Store,17,890,15130,0,3.4
2025-09-11,Mouse Pad,Accessories,Chiang Mai,Online,12,99,1188,1,3.0
2025-02-02,Mouse Pad,Accessories,Phuket,In-Store,6,599,3594,0,4.2
2025-10-18,USB-C Cable,Accessories,Chiang Mai,Marketplace,36,199,7164,1,4.1
2025-08-09,Wireless Charger,Electronics,Khon Kaen,Marketplace,16,349,5584,1,4.0
2025-09-07,Laptop Bag,Bags,Bangkok,In-Store,39,199,7761,2,4.8
2025-04-28,Keyboard Cover,Accessories,Phuket,Online,36,599,21564,2,4.1
2025-02-09,Screen Protector,Accessories,Phuket,Marketplace,10,349,3490,1,3.9
2025-04-19,iPhone Case,Accessories,Phuket,Online,48,149,7152,2,4.1
2025-07-25,Laptop Bag,Bags,Khon Kaen,In-Store,23,1590,36570,2,4.1
2025-09-10,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,19,599,11381,1,4.8
2025-01-06,Mouse Pad,Accessories,Chiang Mai,Marketplace,17,890,15130,1,4.7
2025-09-01,Wireless Charger,Electronics,Khon Kaen,Marketplace,22,149,3278,1,3.8
2025-03-10,Laptop Bag,Bags,Pattaya,In-Store,14,349,4886,0,3.2
2025-09-22,iPhone Case,Accessories,Khon Kaen,Online,21,599,12579,2,4.4
2025-07-16,Power Bank,Electronics,Phuket,Marketplace,26,149,3874,0,4.5
2025-12-22,Laptop Bag,Bags,Chiang Mai,Marketplace,50,99,4950,1,4.9
2025-07-11,Mouse Pad,Accessories,Chiang Mai,In-Store,28,99,2772,0,3.0
2025-12-02,Screen Protector,Accessories,Pattaya,Marketplace,43,599,25757,4,4.4
2025-04-07,iPhone Case,Accessories,Pattaya,Online,6,299,1794,1,4.0
2025-07-29,Keyboard Cover,Accessories,Bangkok,Online,2,599,1198,0,3.1
2025-03-28,Screen Protector,Accessories,Pattaya,In-Store,5,1290,6450,0,4.4
2025-07-06,Phone Stand,Accessories,Phuket,Marketplace,8,890,7120,0,4.2
2025-02-20,Phone Stand,Accessories,Bangkok,Marketplace,28,299,8372,1,3.9
2025-10-20,Laptop Bag,Bags,Khon Kaen,In-Store,14,149,2086,1,3.4
2025-04-10,Power Bank,Electronics,Pattaya,Online,14,349,4886,1,3.3
2025-12-16,Phone Stand,Accessories,Khon Kaen,Marketplace,11,149,1639,1,4.5
2025-06-29,Power Bank,Electronics,Bangkok,In-Store,16,199,3184,0,5.0
2025-11-23,iPhone Case,Accessories,Bangkok,In-Store,3,890,2670,0,3.3
2025-12-31,Laptop Bag,Bags,Chiang Mai,In-Store,25,599,14975,1,3.3
2025-05-01,Screen Protector,Accessories,Phuket,In-Store,33,199,6567,3,4.7
2025-09-14,Mouse Pad,Accessories,Khon Kaen,Marketplace,39,890,34710,0,4.0
2025-05-17,Bluetooth Earbuds,Electronics,Chiang Mai,Online,8,890,7120,1,4.0
2025-07-01,Laptop Bag,Bags,Chiang Mai,Marketplace,28,149,4172,1,3.7
2025-10-27,Wireless Charger,Electronics,Bangkok,Marketplace,12,599,7188,0,3.5
2025-12-17,Power Bank,Electronics,Bangkok,Marketplace,31,1290,39990,1,3.5
2025-01-13,Phone Stand,Accessories,Bangkok,In-Store,21,149,3129,2,4.2
2025-03-25,Phone Stand,Accessories,Bangkok,In-Store,36,99,3564,1,4.0
2025-11-27,iPhone Case,Accessories,Bangkok,Online,6,349,2094,1,4.1
2025-06-07,Laptop Bag,Bags,Bangkok,In-Store,30,99,2970,0,4.3
2025-06-16,Wireless Charger,Electronics,Pattaya,In-Store,18,299,5382,1,4.2
2025-10-19,Wireless Charger,Electronics,Pattaya,Online,37,99,3663,1,4.1
2025-01-21,Laptop Bag,Bags,Pattaya,In-Store,22,199,4378,2,4.6
2025-12-20,Mouse Pad,Accessories,Chiang Mai,In-Store,46,1590,73140,0,4.0
2025-03-20,iPhone Case,Accessories,Bangkok,Online,31,1590,49290,1,3.3
2025-05-19,USB-C Cable,Accessories,Chiang Mai,In-Store,43,199,8557,3,4.7
2025-01-07,Keyboard Cover,Accessories,Khon Kaen,Marketplace,15,299,4485,1,5.0
2025-09-27,Wireless Charger,Electronics,Pattaya,Marketplace,43,199,8557,3,4.3
2025-05-08,Power Bank,Electronics,Chiang Mai,Online,13,299,3887,0,4.4
2025-09-12,Wireless Charger,Electronics,Khon Kaen,Online,18,199,3582,1,4.1
2025-10-17,USB-C Cable,Accessories,Phuket,Online,2,99,198,0,3.8
2025-07-20,Phone Stand,Accessories,Phuket,In-Store,40,349,13960,2,4.0
2025-08-08,iPhone Case,Accessories,Phuket,In-Store,5,890,4450,0,3.1
2025-12-20,Mouse Pad,Accessories,Pattaya,Online,23,99,2277,0,3.2
2025-11-14,Power Bank,Electronics,Chiang Mai,Online,38,599,22762,0,3.7
2025-02-25,iPhone Case,Accessories,Phuket,In-Store,2,299,598,0,5.0
2025-02-25,Phone Stand,Accessories,Pattaya,Online,14,349,4886,1,3.3
2025-06-17,Phone Stand,Accessories,Chiang Mai,In-Store,26,199,5174,0,4.3
2025-08-01,USB-C Cable,Accessories,Pattaya,Online,45,599,26955,1,4.5
2025-12-12,Mouse Pad,Accessories,Khon Kaen,Marketplace,23,99,2277,1,3.7
2025-08-09,Laptop Bag,Bags,Phuket,Marketplace,14,349,4886,0,4.4
2025-12-10,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,44,599,26356,2,4.1
2025-05-22,Laptop Bag,Bags,Phuket,Online,26,299,7774,0,4.1
2025-11-18,Screen Protector,Accessories,Pattaya,Online,35,199,6965,3,3.3
2025-03-03,Keyboard Cover,Accessories,Bangkok,In-Store,11,1290,14190,0,4.4
2025-03-17,Keyboard Cover,Accessories,Pattaya,In-Store,13,299,3887,0,3.7
2025-06-19,Laptop Bag,Bags,Chiang Mai,Online,16,149,2384,1,3.7
2025-07-06,Mouse Pad,Accessories,Phuket,In-Store,34,599,20366,1,3.8
2025-03-10,Phone Stand,Accessories,Phuket,Marketplace,24,1290,30960,2,4.6
2025-05-05,Screen Protector,Accessories,Bangkok,Online,27,890,24030,2,4.9
2025-03-09,Mouse Pad,Accessories,Pattaya,In-Store,33,149,4917,2,3.1
2025-07-06,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,13,99,1287,0,4.2
2025-11-14,Mouse Pad,Accessories,Chiang Mai,In-Store,25,299,7475,2,4.8
2025-10-30,Mouse Pad,Accessories,Pattaya,In-Store,11,349,3839,1,4.3
2025-03-20,iPhone Case,Accessories,Khon Kaen,In-Store,37,1290,47730,1,4.0
2025-11-16,Keyboard Cover,Accessories,Bangkok,Online,34,299,10166,3,4.2
2025-08-28,Mouse Pad,Accessories,Phuket,Online,37,890,32930,2,4.3
2025-01-22,USB-C Cable,Accessories,Pattaya,In-Store,43,1290,55470,4,4.0
2025-01-22,USB-C Cable,Accessories,Bangkok,Online,2,349,698,0,4.6
2025-08-02,iPhone Case,Accessories,Pattaya,In-Store,26,99,2574,0,5.0
2025-09-10,Bluetooth Earbuds,Electronics,Phuket,Online,3,299,897,1,3.6
2025-10-24,iPhone Case,Accessories,Khon Kaen,In-Store,27,1290,34830,1,4.1
2025-04-12,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,21,199,4179,0,5.0
2025-12-02,USB-C Cable,Accessories,Phuket,Online,46,1590,73140,1,4.2
2025-06-22,Keyboard Cover,Accessories,Bangkok,Marketplace,48,1590,76320,1,4.1
2025-03-29,Wireless Charger,Electronics,Pattaya,Marketplace,34,1590,54060,1,3.9
2025-03-25,iPhone Case,Accessories,Pattaya,Marketplace,38,1290,49020,1,3.1
2025-11-13,Phone Stand,Accessories,Bangkok,Marketplace,38,199,7562,0,3.8
2025-03-31,Screen Protector,Accessories,Khon Kaen,In-Store,29,1590,46110,2,3.2
2025-08-21,Laptop Bag,Bags,Chiang Mai,Online,40,299,11960,4,4.7
2025-12-26,USB-C Cable,Accessories,Chiang Mai,Marketplace,7,299,2093,1,5.0
2025-06-27,Bluetooth Earbuds,Electronics,Phuket,In-Store,28,99,2772,2,4.7
2025-09-04,Keyboard Cover,Accessories,Phuket,Online,46,1290,59340,0,3.4
2025-09-01,Phone Stand,Accessories,Bangkok,In-Store,16,149,2384,1,5.0
2025-12-27,Phone Stand,Accessories,Bangkok,Marketplace,22,199,4378,0,3.9
2025-04-30,Mouse Pad,Accessories,Chiang Mai,Online,18,890,16020,1,4.2
2025-04-14,Phone Stand,Accessories,Bangkok,In-Store,15,149,2235,1,4.2
2025-05-23,Keyboard Cover,Accessories,Phuket,Online,8,599,4792,0,3.1
2025-02-05,Screen Protector,Accessories,Pattaya,In-Store,8,99,792,1,3.3
2025-01-12,Laptop Bag,Bags,Phuket,In-Store,6,299,1794,0,4.8
2025-06-11,Bluetooth Earbuds,Electronics,Pattaya,Online,23,99,2277,1,4.5
2025-08-30,Wireless Charger,Electronics,Bangkok,In-Store,28,599,16772,2,4.2
2025-03-06,Phone Stand,Accessories,Khon Kaen,Marketplace,17,99,1683,1,4.6
2025-04-24,Phone Stand,Accessories,Bangkok,Online,42,599,25158,0,4.0
2025-12-18,Power Bank,Electronics,Phuket,In-Store,26,299,7774,0,4.0
2025-06-22,Screen Protector,Accessories,Pattaya,Online,21,299,6279,1,3.9
2025-03-02,Mouse Pad,Accessories,Khon Kaen,In-Store,22,1590,34980,2,4.3
2025-07-21,Keyboard Cover,Accessories,Khon Kaen,In-Store,24,149,3576,1,3.0
2025-10-10,USB-C Cable,Accessories,Phuket,Online,33,99,3267,1,4.7
2025-01-24,Screen Protector,Accessories,Chiang Mai,Online,5,349,1745,0,4.5
2025-09-12,Wireless Charger,Electronics,Pattaya,In-Store,32,1290,41280,2,3.0
2025-11-05,Wireless Charger,Electronics,Phuket,Marketplace,28,1590,44520,1,4.2
2025-10-18,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,43,199,8557,3,4.2
2025-10-24,iPhone Case,Accessories,Bangkok,Online,25,890,22250,2,3.1
2025-07-11,Keyboard Cover,Accessories,Chiang Mai,Online,50,890,44500,1,3.7
2025-06-06,Wireless Charger,Electronics,Bangkok,Online,29,1290,37410,2,4.3
2025-04-21,Keyboard Cover,Accessories,Phuket,Marketplace,50,1290,64500,3,3.5
2025-08-04,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,36,890,32040,2,4.6
2025-07-02,Phone Stand,Accessories,Chiang Mai,Online,4,349,1396,1,4.1
2025-09-25,Mouse Pad,Accessories,Khon Kaen,Marketplace,22,149,3278,0,3.5
2025-02-27,Phone Stand,Accessories,Pattaya,In-Store,22,599,13178,0,3.2
2025-06-19,iPhone Case,Accessories,Khon Kaen,Marketplace,15,890,13350,1,3.5
2025-12-01,Mouse Pad,Accessories,Phuket,Online,46,199,9154,4,3.3
2025-06-28,Laptop Bag,Bags,Pattaya,Online,10,349,3490,0,3.4
2025-07-23,Laptop Bag,Bags,Chiang Mai,Marketplace,41,349,14309,1,3.8
2025-08-01,USB-C Cable,Accessories,Bangkok,Marketplace,29,1290,37410,0,3.0
2025-05-28,Bluetooth Earbuds,Electronics,Phuket,In-Store,3,1590,4770,0,3.9
2025-06-08,Wireless Charger,Electronics,Phuket,Online,35,1290,45150,1,4.5
2025-05-22,Phone Stand,Accessories,Phuket,In-Store,36,599,21564,2,4.2
2025-11-16,Phone Stand,Accessories,Pattaya,Marketplace,39,199,7761,0,3.9
2025-10-22,iPhone Case,Accessories,Chiang Mai,In-Store,7,149,1043,0,3.0
2025-11-29,Phone Stand,Accessories,Phuket,Online,3,299,897,0,4.0
2025-02-24,Power Bank,Electronics,Bangkok,In-Store,16,1590,25440,0,5.0
2025-07-31,Phone Stand,Accessories,Phuket,Online,4,349,1396,0,4.5
2025-12-29,Phone Stand,Accessories,Pattaya,In-Store,12,199,2388,0,4.2
2025-10-30,Screen Protector,Accessories,Bangkok,Online,46,199,9154,1,3.8
2025-12-11,USB-C Cable,Accessories,Pattaya,Online,23,1290,29670,1,4.8
2025-05-28,Keyboard Cover,Accessories,Bangkok,In-Store,35,299,10465,0,3.5
2025-12-10,iPhone Case,Accessories,Phuket,Marketplace,47,199,9353,2,4.0
2025-07-22,iPhone Case,Accessories,Pattaya,Online,43,1290,55470,1,3.8
2025-05-13,Wireless Charger,Electronics,Khon Kaen,Marketplace,18,599,10782,0,4.2
2025-07-10,iPhone Case,Accessories,Bangkok,Online,18,299,5382,1,4.3
2025-03-10,iPhone Case,Accessories,Khon Kaen,Marketplace,13,599,7787,1,4.9
2025-07-23,iPhone Case,Accessories,Phuket,Marketplace,32,1290,41280,2,3.5
2025-01-19,Wireless Charger,Electronics,Chiang Mai,Marketplace,35,149,5215,0,4.8
2025-05-05,Mouse Pad,Accessories,Pattaya,In-Store,26,599,15574,0,3.3
2025-05-03,Wireless Charger,Electronics,Bangkok,In-Store,32,1590,50880,3,4.7
2025-04-15,Laptop Bag,Bags,Bangkok,Online,49,890,43610,4,4.8
2025-03-30,Wireless Charger,Electronics,Bangkok,In-Store,5,1590,7950,0,4.1
2025-11-01,Mouse Pad,Accessories,Bangkok,Online,50,349,17450,0,4.7
2025-08-22,Power Bank,Electronics,Phuket,Marketplace,40,299,11960,3,3.7
2025-03-07,Screen Protector,Accessories,Bangkok,In-Store,26,199,5174,1,4.8
2025-02-05,USB-C Cable,Accessories,Chiang Mai,Online,47,199,9353,4,4.1
2025-02-05,USB-C Cable,Accessories,Phuket,Marketplace,41,99,4059,2,4.1
2025-07-13,Laptop Bag,Bags,Phuket,In-Store,12,149,1788,1,4.1
2025-01-18,Keyboard Cover,Accessories,Phuket,Marketplace,2,1590,3180,0,3.2
2025-08-27,Bluetooth Earbuds,Electronics,Bangkok,Online,21,349,7329,1,3.4
2025-08-12,Screen Protector,Accessories,Phuket,In-Store,38,1290,49020,1,3.7
2025-10-06,iPhone Case,Accessories,Chiang Mai,Online,39,1590,62010,1,4.8
2025-02-10,Phone Stand,Accessories,Pattaya,Marketplace,30,1590,47700,3,3.4
2025-12-12,Bluetooth Earbuds,Electronics,Bangkok,In-Store,24,1590,38160,1,4.2
2025-11-11,Bluetooth Earbuds,Electronics,Bangkok,In-Store,36,1590,57240,2,3.6
2025-12-12,iPhone Case,Accessories,Chiang Mai,Marketplace,20,1290,25800,0,4.0
2025-11-04,USB-C Cable,Accessories,Khon Kaen,Marketplace,4,1590,6360,1,3.1
2025-01-14,Keyboard Cover,Accessories,Chiang Mai,Marketplace,34,99,3366,1,4.2
2025-11-26,Keyboard Cover,Accessories,Bangkok,Marketplace,14,349,4886,0,4.6
2025-02-16,Wireless Charger,Electronics,Phuket,Online,48,1290,61920,2,4.7
2025-01-10,Power Bank,Electronics,Khon Kaen,Marketplace,19,299,5681,0,4.0
2025-04-24,Keyboard Cover,Accessories,Phuket,Online,36,1290,46440,1,5.0
2025-01-20,Screen Protector,Accessories,Chiang Mai,Online,27,149,4023,0,4.7
2025-05-15,iPhone Case,Accessories,Bangkok,In-Store,41,149,6109,0,3.3
2025-12-30,Mouse Pad,Accessories,Phuket,Online,41,890,36490,0,3.1
2025-04-23,iPhone Case,Accessories,Khon Kaen,Online,45,99,4455,2,3.4
2025-03-07,Laptop Bag,Bags,Bangkok,Marketplace,11,1290,14190,0,4.4
2025-08-21,USB-C Cable,Accessories,Pattaya,Online,3,599,1797,0,3.0
2025-08-05,Phone Stand,Accessories,Khon Kaen,Marketplace,47,1590,74730,0,4.9
2025-11-26,Bluetooth Earbuds,Electronics,Bangkok,Online,3,299,897,0,4.3
2025-11-04,Wireless Charger,Electronics,Pattaya,Online,18,1290,23220,0,4.1
2025-01-31,USB-C Cable,Accessories,Pattaya,In-Store,43,890,38270,1,4.2
2025-01-13,Keyboard Cover,Accessories,Chiang Mai,Marketplace,11,599,6589,1,4.4
2025-07-10,Mouse Pad,Accessories,Pattaya,In-Store,3,149,447,0,3.4
2025-08-14,Mouse Pad,Accessories,Bangkok,Online,29,199,5771,0,4.3
2025-05-25,Wireless Charger,Electronics,Phuket,In-Store,1,299,299,0,5.0
2025-12-08,Mouse Pad,Accessories,Khon Kaen,Marketplace,11,1590,17490,1,3.3
2025-09-25,iPhone Case,Accessories,Phuket,In-Store,21,99,2079,1,3.8
2025-02-11,USB-C Cable,Accessories,Chiang Mai,Online,23,299,6877,2,4.3
2025-02-19,Wireless Charger,Electronics,Chiang Mai,In-Store,21,890,18690,1,3.2
2025-01-23,Keyboard Cover,Accessories,Pattaya,Online,16,599,9584,1,4.0
2025-02-21,Keyboard Cover,Accessories,Pattaya,Marketplace,3,149,447,1,3.8
2025-05-07,USB-C Cable,Accessories,Pattaya,Online,44,99,4356,4,4.5
2025-04-23,Wireless Charger,Electronics,Pattaya,Online,20,890,17800,1,4.3
2025-12-19,Phone Stand,Accessories,Phuket,In-Store,41,199,8159,0,3.6
2025-05-07,Screen Protector,Accessories,Bangkok,In-Store,20,199,3980,1,4.8
2025-03-21,Mouse Pad,Accessories,Chiang Mai,Online,46,99,4554,4,3.4
2025-02-20,Bluetooth Earbuds,Electronics,Phuket,In-Store,27,299,8073,2,4.3
2025-04-25,iPhone Case,Accessories,Pattaya,Marketplace,9,299,2691,0,3.3
2025-02-05,Mouse Pad,Accessories,Bangkok,In-Store,35,99,3465,0,3.4
2025-10-12,Mouse Pad,Accessories,Phuket,Online,2,99,198,0,3.4
2025-01-21,Laptop Bag,Bags,Phuket,In-Store,1,99,99,0,3.3
2025-08-18,Screen Protector,Accessories,Khon Kaen,Online,14,299,4186,1,3.1
2025-02-07,Bluetooth Earbuds,Electronics,Phuket,In-Store,13,890,11570,0,4.2
2025-10-12,Wireless Charger,Electronics,Bangkok,Marketplace,46,1290,59340,1,3.3
2025-01-09,Screen Protector,Accessories,Chiang Mai,Online,10,149,1490,0,3.4
2025-11-26,Power Bank,Electronics,Bangkok,In-Store,36,349,12564,1,3.3
2025-10-14,Bluetooth Earbuds,Electronics,Phuket,In-Store,39,199,7761,0,3.0
2025-02-28,Phone Stand,Accessories,Pattaya,In-Store,49,149,7301,0,4.9
2025-05-17,Wireless Charger,Electronics,Phuket,Online,19,599,11381,1,3.7
2025-01-16,Laptop Bag,Bags,Pattaya,Marketplace,30,890,26700,0,4.0
2025-12-17,Keyboard Cover,Accessories,Bangkok,Online,44,149,6556,1,4.7
2025-03-06,Screen Protector,Accessories,Khon Kaen,Online,13,1590,20670,0,4.4
2025-12-14,Power Bank,Electronics,Pattaya,Marketplace,35,299,10465,3,4.4
2025-01-10,Keyboard Cover,Accessories,Bangkok,In-Store,19,199,3781,1,5.0
2025-05-30,Wireless Charger,Electronics,Khon Kaen,Online,7,149,1043,0,3.6
2025-02-11,Keyboard Cover,Accessories,Bangkok,Marketplace,33,199,6567,2,4.6
2025-11-27,Laptop Bag,Bags,Phuket,Online,42,890,37380,1,3.8
2025-01-18,USB-C Cable,Accessories,Pattaya,Marketplace,28,1590,44520,1,4.8
2025-04-10,USB-C Cable,Accessories,Bangkok,Marketplace,31,299,9269,0,3.6
2025-02-15,Keyboard Cover,Accessories,Chiang Mai,Online,1,349,349,0,3.5
2025-07-26,Keyboard Cover,Accessories,Khon Kaen,In-Store,48,1290,61920,2,4.9
2025-03-07,Mouse Pad,Accessories,Chiang Mai,In-Store,48,1590,76320,4,3.3
2025-09-20,Mouse Pad,Accessories,Khon Kaen,In-Store,26,199,5174,2,3.8
2025-11-30,iPhone Case,Accessories,Chiang Mai,Online,14,1290,18060,0,3.3
2025-11-01,Wireless Charger,Electronics,Chiang Mai,Marketplace,46,349,16054,0,4.3
2025-06-19,Mouse Pad,Accessories,Chiang Mai,In-Store,31,349,10819,1,3.3
2025-11-26,USB-C Cable,Accessories,Phuket,Online,37,1290,47730,0,3.4
2025-04-03,Laptop Bag,Bags,Phuket,Marketplace,26,149,3874,1,3.6
2025-01-23,Screen Protector,Accessories,Pattaya,Online,43,599,25757,4,4.3
2025-01-24,Screen Protector,Accessories,Chiang Mai,Online,11,99,1089,0,4.0
2025-01-31,Laptop Bag,Bags,Chiang Mai,Online,23,199,4577,1,4.0
2025-11-14,Mouse Pad,Accessories,Bangkok,Online,23,199,4577,2,3.7
2025-10-12,iPhone Case,Accessories,Pattaya,Marketplace,4,199,796,1,3.8
2025-04-28,Power Bank,Electronics,Chiang Mai,In-Store,14,890,12460,0,5.0
2025-12-20,Keyboard Cover,Accessories,Khon Kaen,Online,17,349,5933,1,4.2
2025-08-07,iPhone Case,Accessories,Khon Kaen,In-Store,5,890,4450,1,4.7
2025-06-18,Laptop Bag,Bags,Khon Kaen,In-Store,33,890,29370,3,3.6
2025-05-10,Laptop Bag,Bags,Chiang Mai,Marketplace,28,149,4172,0,4.1
2025-05-23,Screen Protector,Accessories,Chiang Mai,Marketplace,24,199,4776,1,4.0
2025-09-26,Mouse Pad,Accessories,Khon Kaen,Online,32,149,4768,0,3.3
2025-03-12,Phone Stand,Accessories,Khon Kaen,Marketplace,30,149,4470,2,4.4
2025-06-05,Screen Protector,Accessories,Pattaya,Online,40,349,13960,4,4.5
2025-03-21,Mouse Pad,Accessories,Chiang Mai,Online,14,599,8386,0,5.0
2025-03-10,iPhone Case,Accessories,Pattaya,Marketplace,30,1590,47700,0,3.9
2025-10-27,Keyboard Cover,Accessories,Pattaya,In-Store,50,890,44500,0,3.4
2025-05-12,Mouse Pad,Accessories,Khon Kaen,Marketplace,30,1290,38700,0,3.3
2025-09-28,Phone Stand,Accessories,Pattaya,Online,49,599,29351,4,3.4
2025-07-13,iPhone Case,Accessories,Bangkok,In-Store,46,1290,59340,2,3.7
2025-07-20,Power Bank,Electronics,Khon Kaen,Online,45,99,4455,0,4.0
2025-04-24,Power Bank,Electronics,Khon Kaen,In-Store,7,599,4193,0,3.6
2025-12-12,Laptop Bag,Bags,Bangkok,Online,50,1290,64500,2,4.5
2025-01-26,Power Bank,Electronics,Bangkok,Online,32,599,19168,3,3.6
2025-02-23,Phone Stand,Accessories,Pattaya,In-Store,49,199,9751,2,4.9
2025-03-11,Keyboard Cover,Accessories,Khon Kaen,Online,4,1290,5160,1,3.8
2025-07-18,Wireless Charger,Electronics,Chiang Mai,In-Store,37,99,3663,2,3.6
2025-04-03,Power Bank,Electronics,Phuket,Online,8,349,2792,1,4.4
2025-03-13,Laptop Bag,Bags,Khon Kaen,Marketplace,21,199,4179,1,4.3
2025-03-08,Laptop Bag,Bags,Phuket,Online,32,890,28480,2,3.3
2025-11-22,Bluetooth Earbuds,Electronics,Khon Kaen,Online,22,199,4378,1,4.6
2025-07-25,Keyboard Cover,Accessories,Bangkok,In-Store,49,890,43610,4,4.7
2025-06-20,Laptop Bag,Bags,Chiang Mai,Online,37,1290,47730,3,4.6
2025-07-29,Wireless Charger,Electronics,Pattaya,Marketplace,43,890,38270,4,4.6
2025-12-17,Mouse Pad,Accessories,Pattaya,Marketplace,33,99,3267,0,3.4
2025-07-14,iPhone Case,Accessories,Bangkok,Marketplace,9,349,3141,1,4.1
2025-04-07,Power Bank,Electronics,Chiang Mai,Online,25,1590,39750,2,3.8
2025-03-11,Keyboard Cover,Accessories,Phuket,Online,35,890,31150,2,4.4
2025-07-18,Keyboard Cover,Accessories,Pattaya,Marketplace,16,599,9584,0,4.1
2025-02-13,Wireless Charger,Electronics,Pattaya,In-Store,15,199,2985,0,4.6
2025-02-12,USB-C Cable,Accessories,Chiang Mai,Online,8,1290,10320,0,3.3
2025-11-09,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,36,599,21564,0,4.8
2025-07-09,iPhone Case,Accessories,Chiang Mai,Online,5,1290,6450,0,4.7
2025-10-20,iPhone Case,Accessories,Bangkok,Online,5,890,4450,0,4.5
2025-08-01,Laptop Bag,Bags,Khon Kaen,Marketplace,5,890,4450,1,4.7
2025-03-07,Laptop Bag,Bags,Khon Kaen,Online,31,149,4619,1,4.1
2025-04-07,Laptop Bag,Bags,Khon Kaen,Online,39,349,13611,2,3.4
2025-11-19,Power Bank,Electronics,Pattaya,In-Store,35,199,6965,1,4.6
2025-10-15,Bluetooth Earbuds,Electronics,Bangkok,In-Store,25,299,7475,1,3.2
2025-10-13,Phone Stand,Accessories,Bangkok,Marketplace,29,1290,37410,1,4.9
2025-04-09,Laptop Bag,Bags,Khon Kaen,In-Store,39,1290,50310,2,3.6
2025-04-08,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,2,149,298,1,3.0
2025-01-02,Phone Stand,Accessories,Phuket,Marketplace,48,1590,76320,0,3.4
2025-08-13,Phone Stand,Accessories,Phuket,Online,31,99,3069,3,3.0
2025-05-09,Phone Stand,Accessories,Phuket,In-Store,2,1590,3180,1,4.2
2025-05-12,Bluetooth Earbuds,Electronics,Bangkok,In-Store,45,299,13455,1,4.8
2025-05-20,Bluetooth Earbuds,Electronics,Pattaya,In-Store,42,599,25158,2,3.4
2025-03-03,Screen Protector,Accessories,Pattaya,Marketplace,41,199,8159,4,3.1
2025-06-29,Wireless Charger,Electronics,Khon Kaen,Marketplace,8,149,1192,1,4.8
2025-08-18,Wireless Charger,Electronics,Phuket,Marketplace,12,1590,19080,0,4.4
2025-12-24,Wireless Charger,Electronics,Pattaya,Online,43,199,8557,4,3.6
2025-01-29,USB-C Cable,Accessories,Pattaya,Marketplace,21,99,2079,2,4.8
2025-12-19,Mouse Pad,Accessories,Khon Kaen,In-Store,21,599,12579,0,3.3
2025-01-09,Phone Stand,Accessories,Pattaya,Marketplace,43,349,15007,2,4.9
2025-07-04,Wireless Charger,Electronics,Chiang Mai,Online,47,199,9353,2,3.7
2025-04-21,Phone Stand,Accessories,Chiang Mai,Online,12,890,10680,0,4.8
2025-12-04,USB-C Cable,Accessories,Khon Kaen,Marketplace,27,599,16173,0,4.1
2025-01-18,Keyboard Cover,Accessories,Bangkok,Online,9,890,8010,1,3.5
2025-10-15,Wireless Charger,Electronics,Pattaya,In-Store,37,99,3663,1,4.8
2025-06-05,USB-C Cable,Accessories,Phuket,Marketplace,41,599,24559,4,3.9
2025-02-07,Keyboard Cover,Accessories,Pattaya,Online,17,1290,21930,0,4.7
2025-09-19,Keyboard Cover,Accessories,Bangkok,In-Store,37,1290,47730,2,3.2
2025-09-05,Mouse Pad,Accessories,Pattaya,Marketplace,8,149,1192,0,4.7
